,t,x,y,z,x_err,y_err,z_err
3111,31.11,-12.157966,-16.272323,26.622805,-3.949125,-7.179188,10.865647
3112,31.12,-12.547024,-16.196864,27.900507,-4.286891,-7.805396,10.885024
3113,31.13,-12.885317,-15.96447,29.185346,-4.655313,-8.48578,10.958581
3114,31.14,-13.161844,-15.569722,30.446541,-5.056456,-9.222672,11.094593
3115,31.15,-13.365769,-15.008602,31.649179,-5.492116,-10.016301,11.302734
3116,31.16,-13.490356,-14.282079,32.758432,-5.963829,-10.864797,11.594079
3117,31.17,-13.528765,-13.42348,33.744756,-6.472863,-11.764187,11.981104
3118,31.18,-13.476772,-12.466667,34.584678,-7.020223,-12.708399,12.477684
3119,31.19,-13.333425,-11.441951,35.260846,-7.606648,-13.689256,13.099095
3120,31.2,-13.101037,-10.376084,35.762033,-8.232613,-14.696483,13.862014
3121,31.21,-12.78519,-9.292263,36.083132,-8.896223,-15.717943,14.779511
3122,31.22,-12.394733,-8.210129,36.225165,-9.592457,-16.731655,15.864747
3123,31.23,-11.94178,-7.14578,36.195277,-10.317389,-17.705768,17.137084
3124,31.24,-11.435091,-6.130672,36.009995,-11.063823,-18.605042,18.605752
3125,31.25,-10.883704,-5.196386,35.6889,-11.821174,-19.39094,20.269499
3126,31.26,-10.300914,-4.355598,35.249759,-12.575469,-20.021635,22.116596
3127,31.27,-9.698995,-3.616218,34.711553,-13.309346,-20.452001,24.12483
3128,31.28,-9.089198,-2.981389,34.094487,-14.002058,-20.633624,26.261511
3129,31.29,-8.48175,-2.449489,33.419979,-14.631489,-20.515835,28.485895
3130,31.3,-7.885857,-2.014131,32.710667,-15.176747,-20.066998,30.735969
3131,31.31,-7.309696,-1.665221,31.9865,-15.609901,-19.282755,32.920266
3132,31.32,-6.759409,-1.394725,31.250939,-15.908144,-18.173781,34.956581
3133,31.33,-6.239042,-1.194005,30.511249,-16.054847,-16.765298,36.774341
3134,31.34,-5.751738,-1.054411,29.774222,-16.039555,-15.097082,38.314603
3135,31.35,-5.299788,-0.967484,29.045216,-15.85799,-13.223457,39.530059
3136,31.36,-4.884632,-0.924963,28.328152,-15.510222,-11.220107,40.380984
3137,31.37,-4.506857,-0.918778,27.625516,-15.002908,-9.187877,40.853172
3138,31.38,-4.166187,-0.941158,26.938399,-14.354001,-7.207558,40.97088
3139,31.39,-3.86134,-0.987379,26.267713,-13.584331,-5.344016,40.767901
3140,31.4,-3.59082,-1.053754,25.613973,-12.717293,-3.646833,40.286629
3141,31.41,-3.353123,-1.136647,24.977336,-11.778848,-2.150311,39.578061
3142,31.42,-3.146641,-1.233069,24.357876,-10.797525,-0.87347,38.701791
3143,31.43,-2.969673,-1.340681,23.755581,-9.800271,0.183299,37.718237
3144,31.44,-2.820415,-1.457793,23.170355,-8.807419,1.034503,36.669647
3145,31.45,-2.696969,-1.583362,22.602014,-7.837342,1.697556,35.590546
3146,31.46,-2.597317,-1.716972,22.050329,-6.904731,2.194256,34.508882
3147,31.47,-2.519761,-1.858381,21.51522,-6.020584,2.550784,33.446028
3148,31.48,-2.463313,-2.007388,20.996586,-5.192221,2.797561,32.41675
3149,31.49,-2.427019,-2.164102,20.494392,-4.423841,2.957715,31.427502
3150,31.5,-2.409911,-2.328943,20.008689,-3.716733,3.048192,30.480005
3151,31.51,-2.41101,-2.502652,19.53961,-3.070614,3.086409,29.575069
3152,31.52,-2.429322,-2.68628,19.087374,-2.484109,3.087304,28.712218
3153,31.53,-2.463838,-2.881199,18.652286,-1.954755,3.063345,27.889684
3154,31.54,-2.513623,-3.089024,18.234754,-1.47897,3.024566,27.104485
3155,31.55,-2.578737,-3.310873,17.835382,-1.052211,2.978963,26.353844
3156,31.56,-2.659428,-3.547976,17.454735,-0.670335,2.932406,25.635267
3157,31.57,-2.755905,-3.801784,17.093584,-0.32924,2.8897,24.946357
3158,31.58,-2.868432,-4.073889,16.752948,-0.024708,2.854804,24.284962
3159,31.59,-2.997325,-4.366021,16.434099,0.247587,2.830824,23.649174
3160,31.6,-3.142952,-4.680051,16.138559,0.492082,2.820018,23.037326
3161,31.61,-3.305737,-5.017989,15.868102,0.713327,2.823794,22.447995
3162,31.62,-3.486165,-5.381896,15.624774,0.915471,2.842985,21.879968
3163,31.63,-3.685123,-5.772796,15.411176,1.101292,2.878634,21.332528
3164,31.64,-3.903821,-6.193097,15.229933,1.273396,2.931695,20.805184
3165,31.65,-4.143417,-6.645243,15.084168,1.434475,3.002932,20.297521
3166,31.66,-4.405018,-7.131057,14.977674,1.587308,3.092917,19.809192
3167,31.67,-4.689686,-7.651739,14.914919,1.734766,3.202027,19.339923
3168,31.68,-4.998433,-8.207866,14.901041,1.879804,3.330451,18.889511
3169,31.69,-5.332221,-8.799393,14.941856,2.025012,3.478477,18.45802
3170,31.7,-5.691966,-9.425652,15.043849,2.171735,3.647182,18.04601
3171,31.71,-6.078532,-10.085353,15.214181,2.321494,3.837626,17.654037
3172,31.72,-6.492738,-10.776583,15.460684,2.475924,4.050844,17.282828
3173,31.73,-6.934364,-11.495792,15.789819,2.636767,4.287861,16.933289
3174,31.74,-7.40276,-12.236932,16.210135,2.80587,4.54969,16.606499
3175,31.75,-7.898178,-12.992562,16.734185,2.985184,4.837327,16.303715
3176,31.76,-8.419428,-13.752218,17.371889,3.176617,5.151728,16.026517
3177,31.77,-8.963844,-14.502385,18.130449,3.381465,5.494532,15.776956
3178,31.78,-9.527284,-15.226501,19.014345,3.600943,5.867762,15.557354
3179,31.79,-10.10413,-15.90495,20.025343,3.836378,6.273125,15.370531
3180,31.8,-10.687286,-16.515067,21.162485,4.089205,6.712008,15.219812
3181,31.81,-11.268181,-17.031139,22.422095,4.360974,7.185475,15.109025
3182,31.82,-11.837081,-17.425291,23.798008,4.653342,7.69427,15.042499
3183,31.83,-12.384117,-17.673857,25.276034,4.96808,8.238813,15.025069
3184,31.84,-12.893961,-17.747585,26.823735,5.30686,8.818884,15.061843
3185,31.85,-13.351259,-17.623523,28.40498,5.66989,9.432486,15.157764
3186,31.86,-13.741838,-17.287919,29.982054,6.058661,10.080464,15.321606
3187,31.87,-14.052702,-16.736217,31.51566,6.474375,10.761978,15.56243
3188,31.88,-14.272034,-15.973058,32.96492,6.917446,11.473544,15.888845
3189,31.89,-14.389196,-15.012283,34.287374,7.387508,12.209038,16.30901
3190,31.9,-14.394875,-13.875572,35.437456,7.883407,12.95969,16.830635
3191,31.91,-14.28465,-12.596213,36.371835,8.403209,13.714089,17.460979
3192,31.92,-14.060158,-11.232449,37.078802,8.944194,14.458181,18.20685
3193,31.93,-13.726302,-9.837492,37.555644,9.502858,15.175267,19.074608
3194,31.94,-13.291115,-8.455961,37.805131,10.074912,15.846008,20.070162
3195,31.95,-12.765759,-7.123881,37.835523,10.654303,16.452757,21.194404
3196,31.96,-12.164522,-5.868686,37.660568,11.231767,16.968152,22.441184
3197,31.97,-11.504823,-4.709213,37.299498,11.796855,17.360114,23.800302
3198,31.98,-10.805635,-3.659404,36.779656,12.338135,17.601256,25.254822
3199,31.99,-10.079762,-2.74195,36.142283,12.843192,17.668889,26.78107
3200,32.0,-9.342516,-1.961305,35.416253,13.298624,17.54502,28.348633
3201,32.01,-8.607955,-1.314715,34.626487,13.690047,17.216351,29.920359
3202,32.02,-7.888028,-0.794462,33.795697,14.002106,16.67422,31.452368
3203,32.03,-7.192567,-0.387874,32.944393,14.222881,15.906587,32.897068
3204,32.04,-6.529304,-0.077473,32.090744,14.342058,14.941637,34.208469
3205,32.05,-5.904026,0.150454,31.24402,14.35077,13.825626,35.347812
3206,32.06,-5.32005,0.307099,30.409007,14.244889,12.600253,36.285786
3207,32.07,-4.779366,0.404623,29.590689,14.025026,11.302664,37.002532
3208,32.08,-4.28302,0.454084,28.792554,13.696535,9.965446,37.487645
3209,32.09,-3.831107,0.465436,28.016592,13.269507,8.616632,37.74017
3210,32.1,-3.422777,0.447531,27.263297,12.758678,7.28,37.768637
3211,32.11,-3.056232,0.407756,26.532213,12.174099,6.004341,37.593704
3212,32.12,-2.729143,0.351459,25.82319,11.528689,4.831698,37.240807
3213,32.13,-2.439121,0.283276,25.135522,10.839677,3.780827,36.735701
3214,32.14,-2.183661,0.207019,24.468443,10.123124,2.863024,36.106069
3215,32.15,-1.960142,0.125671,23.821145,9.393918,2.082124,35.38151
3216,32.16,-1.765827,0.04138,23.192781,8.665777,1.434501,34.593549
3217,32.17,-1.597903,-0.044445,22.582488,7.951239,0.909279,33.774677
3218,32.18,-1.453991,-0.130716,21.989538,7.260619,0.494178,32.938567
3219,32.19,-1.332047,-0.216686,21.413279,6.600999,0.177119,32.09449
3220,32.2,-1.230066,-0.301941,20.853102,5.977857,-0.054526,31.252999
3221,32.21,-1.146077,-0.386394,20.30844,5.395274,-0.213293,30.422253
3222,32.22,-1.078142,-0.470287,19.778771,4.855936,-0.311624,29.608021
3223,32.23,-1.024396,-0.55416,19.26362,4.361132,-0.361867,28.813681
3224,32.24,-0.983543,-0.638442,18.762609,3.910749,-0.375642,28.040444
3225,32.25,-0.954646,-0.72354,18.275391,3.503469,-0.359812,27.28915
3226,32.26,-0.936799,-0.810021,17.801647,3.137528,-0.320872,26.559831
3227,32.27,-0.929142,-0.898598,17.341084,2.810924,-0.264674,25.852192
3228,32.28,-0.930861,-0.990123,16.893442,2.521416,-0.196058,25.165743
3229,32.29,-0.941188,-1.085595,16.458489,2.266528,-0.118861,24.499796
3230,32.3,-0.959635,-1.185976,16.036051,2.043543,-0.03591,23.85347
3231,32.31,-0.986094,-1.292058,15.625973,1.849639,0.050715,23.225897
3232,32.32,-1.020505,-1.404743,15.228132,1.682471,0.13941,22.616355
3233,32.33,-1.06285,-1.525059,14.84246,1.539834,0.22902,22.024144
3234,32.34,-1.113152,-1.654161,14.468943,1.419541,0.318805,21.448613
3235,32.35,-1.171478,-1.79333,14.107624,1.319424,0.408432,20.889156
3236,32.36,-1.237938,-1.943975,13.7586,1.237334,0.497981,20.345213
3237,32.37,-1.312901,-2.107493,13.422103,1.171257,0.587841,19.816285
3238,32.38,-1.396939,-2.285257,13.09834,1.119878,0.678245,19.301975
3239,32.39,-1.490646,-2.478812,12.787601,1.082093,0.769543,18.801918
3240,32.4,-1.594711,-2.68987,12.490367,1.056838,0.862261,18.315778
3241,32.41,-1.709922,-2.920301,12.207311,1.043094,0.957102,17.843252
3242,32.42,-1.837163,-3.172142,11.939294,1.039882,1.05494,17.384072
3243,32.43,-1.977417,-3.447591,11.687372,1.046281,1.156816,16.938004
3244,32.44,-2.131761,-3.749008,11.452788,1.061774,1.263659,16.504884
3245,32.45,-2.301543,-4.078008,11.237474,1.086196,1.376268,16.084562
3246,32.46,-2.488776,-4.434197,11.04474,1.119418,1.495577,15.676929
3247,32.47,-2.694719,-4.822873,10.875365,1.161349,1.622657,15.281933
3248,32.48,-2.920662,-5.249359,10.730866,1.211943,1.758714,14.899583
3249,32.49,-3.168054,-5.718228,10.61393,1.271194,1.905091,14.529945
3250,32.5,-3.438502,-6.233313,10.528412,1.339146,2.063265,14.17315
3251,32.51,-3.733773,-6.797698,10.479332,1.416184,2.234642,13.82947
3252,32.52,-4.055792,-7.413723,10.472878,1.502861,2.420631,13.499135
3253,32.53,-4.406642,-8.082983,10.516407,1.59977,2.622818,13.182501
3254,32.54,-4.788568,-8.806326,10.618441,1.707593,2.842954,12.880122
3255,32.55,-5.203969,-9.583858,10.78867,1.827111,3.082949,12.592748
3256,32.56,-5.655406,-10.414937,11.037952,1.959195,3.344876,12.321329
3257,32.57,-6.145599,-11.298177,11.378312,2.104813,3.630969,12.06701
3258,32.58,-6.677424,-12.231445,11.822941,2.265025,3.943623,11.831135
3259,32.59,-7.252031,-13.210761,12.384303,2.441272,4.283939,11.616063
3260,32.6,-7.865709,-14.2265,13.076099,2.635265,4.653492,11.424238
3261,32.61,-8.519317,-15.26627,13.92164,2.848278,5.057269,11.256823
3262,32.62,-9.211495,-16.311586,14.939679,3.081711,5.499701,11.116013
3263,32.63,-9.938008,-17.337539,16.14345,3.337104,5.984594,11.005085
3264,32.64,-10.691747,-18.312792,17.54067,3.61613,6.515129,10.928388
3265,32.65,-11.462723,-19.199585,19.133541,3.920604,7.093861,10.891351
3266,32.66,-12.238075,-19.953731,20.918746,4.252476,7.722717,10.900476
3267,32.67,-13.002066,-20.52462,22.88745,4.613832,8.403,10.963346
3268,32.68,-13.737805,-20.86186,25.024023,5.0069,9.135388,11.088616
3269,32.69,-14.423471,-20.919063,27.279217,5.434041,9.919933,11.28602
3270,32.7,-15.031739,-20.651619,29.581962,5.897756,10.756058,11.566369
3271,32.71,-15.537754,-20.034535,31.859949,6.400683,11.642565,11.94155
3272,32.72,-15.919267,-19.062801,34.039858,6.943339,12.575767,12.422304
3273,32.73,-16.156637,-17.751395,36.047352,7.52392,13.548071,13.022964
3274,32.74,-16.232833,-16.135277,37.807081,8.143963,14.550649,13.764735
3275,32.75,-16.134722,-14.266348,39.236379,8.802691,15.568694,14.665017
3276,32.76,-15.860755,-12.235038,40.287289,9.496833,16.581271,15.737142
3277,32.77,-15.417938,-10.147413,40.961055,10.220626,17.561317,16.990375
3278,32.78,-14.819101,-8.090955,41.269348,10.965811,18.475641,18.429916
3279,32.79,-14.082888,-6.134181,41.233712,11.721635,19.284927,20.056895
3280,32.8,-13.233756,-4.326649,40.885564,12.47485,19.94373,21.868376
3281,32.81,-12.301981,-2.698953,40.266198,13.210723,20.405722,23.855822
3282,32.82,-11.31723,-1.277,39.437678,13.910234,20.625895,25.98265
3283,32.83,-10.302008,-0.083562,38.471812,14.548449,20.553921,28.190827
3284,32.84,-9.28104,0.887135,37.418081,15.101722,20.156755,30.41787
3285,32.85,-8.275152,1.65075,36.318949,15.547948,19.419553,32.59717
3286,32.86,-7.301183,2.232611,35.210042,15.866566,18.345679,34.657988
3287,32.87,-6.37211,2.663712,34.117984,16.038554,16.956698,36.525457
3288,32.88,-5.496836,2.967382,33.055282,16.047417,15.28811,38.116464
3289,32.89,-4.680833,3.168047,32.031085,15.886806,13.407154,39.364574
3290,32.9,-3.927327,3.288017,31.051044,15.558688,11.419735,40.257005
3291,32.91,-3.23733,3.347158,30.117142,15.071175,9.416136,40.793776
3292,32.92,-2.609749,3.362897,29.228203,14.438585,7.468251,40.985195
3293,32.93,-2.041971,3.349031,28.382598,13.681439,5.62958,40.851854
3294,32.94,-1.530347,3.3159,27.577279,12.826464,3.93523,40.424638
3295,32.95,-1.070943,3.27236,26.809232,11.903922,2.409856,39.74972
3296,32.96,-0.659597,3.225876,26.075677,10.934795,1.096313,38.900959
3297,32.97,-0.291924,3.182525,25.374069,9.943887,0.001455,37.932111
3298,32.98,0.036689,3.146996,24.702099,8.953649,-0.882552,36.888501
3299,32.99,0.331084,3.122587,24.057691,7.982887,-1.574009,35.809801
3300,33.0,0.596235,3.111358,23.4389,7.046793,-2.100868,34.729444
3301,33.01,0.836194,3.115074,22.844029,6.156806,-2.487403,33.666091
3302,33.02,1.054347,3.135235,22.272033,5.32035,-2.756901,32.631378
3303,33.03,1.254093,3.173038,21.722022,4.542354,-2.932167,31.63397
3304,33.04,1.438852,3.22938,21.193237,3.825462,-3.033969,30.678612
3305,33.05,1.612067,3.304863,20.68505,3.170052,-3.081037,29.766173
3306,33.06,1.777205,3.39979,20.196966,2.574757,-3.089218,28.895938
3307,33.07,1.937251,3.514475,19.728816,2.036649,-3.07024,28.065907
3308,33.08,2.094141,3.649742,19.280834,1.552197,-3.033957,27.273369
3309,33.09,2.24983,3.806412,18.853334,1.117617,-2.988778,26.515751
3310,33.1,2.406344,3.985264,18.446772,0.728881,-2.941664,25.790621
3311,33.11,2.565779,4.187034,18.061741,0.381712,-2.898128,25.095685
3312,33.12,2.730299,4.412418,17.698978,0.071587,-2.862238,24.428791
3313,33.13,2.902132,4.662062,17.35937,-0.206266,-2.836659,23.787903
3314,33.14,3.083114,4.936827,17.044229,-0.456269,-2.823463,23.171135
3315,33.15,3.274481,5.238306,16.755165,-0.68191,-2.824413,22.577229
3316,33.16,3.477534,5.568037,16.494099,-0.8866,-2.840901,22.005136
3317,33.17,3.693702,5.927359,16.26333,-1.073756,-2.873991,21.45394
3318,33.18,3.924537,6.317417,16.065528,-1.246804,-2.924418,20.922855
3319,33.19,4.171721,6.739156,15.903735,-1.409181,-2.992587,20.41123
3320,33.2,4.437059,7.193325,15.781369,-1.564049,-3.078761,19.918641
3321,33.21,4.722429,7.680387,15.702191,-1.713498,-3.183657,19.445068
3322,33.22,5.028799,8.199828,15.670295,-1.859513,-3.308027,18.990574
3323,33.23,5.357365,8.753052,15.691521,-2.004134,-3.452583,18.555334
3324,33.24,5.709294,9.340653,15.77229,-2.14946,-3.618002,18.139638
3325,33.25,6.085386,9.961514,15.919239,-2.297645,-3.804917,17.743885
3326,33.26,6.486072,10.612804,16.139227,-2.450895,-4.013929,17.368599
3327,33.27,6.911415,11.289979,16.43933,-2.611053,-4.245891,17.014653
3328,33.28,7.361108,11.986779,16.826845,-2.779361,-4.502289,16.683149
3329,33.29,7.834474,12.695232,17.309288,-2.957129,-4.784629,16.375443
3330,33.3,8.330471,13.405652,17.894393,-3.145813,-5.094334,16.093194
3331,33.31,8.84722,14.107602,18.58886,-3.347007,-5.432751,15.838366
3332,33.32,9.380201,14.788644,19.395957,-3.56245,-5.801147,15.613231
3333,33.33,9.92493,15.426701,20.322157,-3.794024,-6.200712,15.420362
3334,33.34,10.475608,15.999143,21.368968,-4.043633,-6.632374,15.262681
3335,33.35,11.024878,16.483672,22.532046,-4.312516,-7.097049,15.143855
3336,33.36,11.563825,16.85832,23.801194,-4.602007,-7.59709,15.068255
3337,33.37,12.081974,17.101449,25.160359,-4.913399,-8.133995,15.040847
3338,33.38,12.567293,17.19175,26.587637,-5.247877,-8.708164,15.067207
3339,33.39,13.006192,17.108243,28.055266,-5.606524,-9.318907,15.153516
3340,33.4,13.386158,16.829205,29.532726,-5.990311,-9.964435,15.306567
3341,33.41,13.695905,16.349393,30.980604,-6.400105,-10.641869,15.533757
3342,33.42,13.92103,15.682332,32.350977,-6.836668,-11.347233,15.843091
3343,33.43,14.050828,14.845181,33.602859,-7.300539,-12.075503,16.242917
3344,33.44,14.078463,13.858477,34.702501,-7.789367,-12.820794,16.737354
3345,33.45,14.000971,12.746136,35.623387,-8.302177,-13.572364,17.338699
3346,33.46,13.819254,11.535453,36.346237,-8.837762,-14.316265,18.059121
3347,33.47,13.538088,10.257101,36.859003,-9.393145,-15.036251,18.906264
3348,33.48,13.161975,8.956663,37.155984,-9.963573,-15.713779,19.883248
3349,33.49,12.698686,7.683509,37.243143,-10.542526,-16.328008,20.988665
3350,33.5,12.16195,6.469395,37.134993,-11.121708,-16.855798,22.216584
3351,33.51,11.565654,5.340026,36.850194,-11.691053,-17.271711,23.556545
3352,33.52,10.923833,4.315071,36.411549,-12.238725,-17.548013,24.993564
3353,33.53,10.250671,3.408166,35.846004,-12.751336,-17.654804,26.508424
3354,33.54,9.560503,2.626912,35.184651,-13.218139,-17.568098,28.07731
3355,33.55,8.867788,1.972704,34.462315,-13.622987,-17.276644,29.653382
3356,33.56,8.185176,1.43574,33.69924,-13.94982,-16.776854,31.188055
3357,33.57,7.521759,1.005331,32.907358,-14.185714,-16.072812,32.63737
3358,33.58,6.885052,0.672084,32.100229,-14.320878,-15.176278,33.961993
3359,33.59,6.281122,0.425512,31.289194,-14.348659,-14.106683,35.127217
3360,33.6,5.714592,0.254035,30.483374,-14.265541,-12.891133,36.102961
3361,33.61,5.18864,0.144979,29.689677,-14.070682,-11.565486,36.862673
3362,33.62,4.704995,0.084575,28.912788,-13.764696,-10.183085,37.384218
3363,33.63,4.263875,0.060228,28.155035,-13.35645,-8.794233,37.671329
3364,33.64,3.864119,0.068007,27.416743,-12.85743,-7.440823,37.735891
3365,33.65,3.504327,0.101706,26.698269,-12.280572,-6.157599,37.594629
3366,33.66,3.182875,0.155559,25.999767,-11.640265,-4.972165,37.269111
3367,33.67,2.897901,0.224739,25.321142,-10.95235,-3.904977,36.785742
3368,33.68,2.647303,0.305365,24.662045,-10.234116,-2.969347,36.175767
3369,33.69,2.428736,0.394499,24.021879,-9.502941,-2.170245,35.473561
3370,33.7,2.239575,0.490076,23.399915,-8.771819,-1.502681,34.705849
3371,33.71,2.077491,0.590511,22.795632,-8.052855,-0.959472,33.894048
3372,33.72,1.940615,0.694607,22.208492,-7.356249,-0.530992,33.056652
3373,33.73,1.82708,0.801575,21.637993,-6.690184,-0.205059,32.209194
3374,33.74,1.735005,0.911035,21.083675,-6.060817,0.033062,31.364242
3375,33.75,1.662499,1.023015,20.54512,-5.472305,0.200403,30.53132
3376,33.76,1.607661,1.137951,20.021948,-4.927098,0.308547,29.714883
3377,33.77,1.568672,1.256613,19.513838,-4.425888,0.366976,28.91727
3378,33.78,1.544554,1.379503,19.020586,-3.968543,0.385515,28.140476
3379,33.79,1.534644,1.507157,18.541999,-3.554351,0.372769,27.385694
3380,33.8,1.538281,1.640328,18.077937,-3.182012,0.336125,26.653316
3381,33.81,1.554833,1.779972,17.628325,-2.849645,0.281753,25.942937
3382,33.82,1.583697,1.927248,17.19315,-2.554772,0.214569,25.253645
3383,33.83,1.624293,2.083514,16.772463,-2.294731,0.138275,24.584872
3384,33.84,1.676092,2.250317,16.366385,-2.067031,0.055853,23.935816
3385,33.85,1.739133,2.428992,15.975182,-1.869161,-0.030342,23.305687
3386,33.86,1.813747,2.620816,15.5991,-1.69858,-0.118586,22.69372
3387,33.87,1.90027,2.827268,15.238516,-1.552715,-0.207783,22.099177
3388,33.88,1.999111,3.049987,14.893991,-1.429023,-0.297399,21.521356
3389,33.89,2.110747,3.290773,14.566267,-1.325476,-0.387034,20.959667
3390,33.9,2.235729,3.551588,14.25627,-1.240361,-0.476505,20.413587
3391,33.91,2.374677,3.834558,13.965109,-1.172025,-0.565884,19.882633
3392,33.92,2.528324,4.141847,13.694154,-1.118869,-0.655489,19.366359
3393,33.93,2.697874,4.475103,13.445356,-1.079353,-0.745885,18.864361
3394,33.94,2.884498,4.837127,13.220238,-1.052031,-0.837849,18.37628
3395,33.95,3.089405,5.230777,13.020834,-1.035966,-0.932027,17.901833
3396,33.96,3.313907,5.658699,12.849894,-1.030543,-1.029017,17.440754
3397,33.97,3.559418,6.123324,12.71088,-1.035188,-1.129563,16.992814
3398,33.98,3.827455,6.62687,12.60797,-1.049358,-1.234551,16.557821
3399,33.99,4.119636,7.171342,12.54605,-1.072547,-1.345013,16.135621
3400,34.0,4.437682,7.758531,12.530724,-1.104281,-1.462121,15.726098
3401,34.01,4.783417,8.390014,12.568306,-1.144265,-1.587094,15.329198
3402,34.02,5.158767,9.067155,12.665824,-1.192666,-1.720933,14.94491
3403,34.03,5.564439,9.788244,12.829967,-1.249687,-1.864751,14.573249
3404,34.04,6.001817,10.552975,13.070808,-1.315585,-2.019807,14.214321
3405,34.05,6.473229,11.362108,13.400886,-1.39068,-2.187506,13.868333
3406,34.06,6.979828,12.212434,13.832323,-1.475347,-2.369399,13.535587
3407,34.07,7.521588,13.096773,14.376817,-1.570027,-2.567182,13.216481
3408,34.08,8.097306,14.003976,15.045646,-1.675245,-2.782667,12.911551
3409,34.09,8.704603,14.918921,15.849666,-1.791908,-3.017544,12.621649
3410,34.1,9.339922,15.822517,16.799313,-1.92088,-3.273866,12.347364
3411,34.11,9.998528,16.691701,17.904599,-2.063092,-3.553883,12.089567
3412,34.12,10.674511,17.499439,19.175117,-2.219617,-3.859957,11.849537
3413,34.13,11.359933,18.219814,20.613435,-2.391669,-4.194565,11.628964
3414,34.14,12.042406,18.813533,22.20958,-2.580605,-4.560298,11.429951
3415,34.15,12.707417,19.234054,23.947643,-2.787923,-4.959862,11.255009
3416,34.16,13.339022,19.44265,25.801507,-3.015266,-5.396075,11.107061
3417,34.17,13.919845,19.408428,27.734834,-3.264414,-5.871871,10.989443
3418,34.18,14.43108,19.10833,29.701068,-3.537117,-6.38893,10.906249
3419,34.19,14.852488,18.527131,31.643432,-3.83495,-6.946698,10.863103
3420,34.2,15.1633,17.65363,33.495093,-4.160526,-7.552287,10.864997
3421,34.21,15.349452,16.486219,35.186346,-4.516282,-8.211478,10.918128
3422,34.22,15.397599,15.093983,36.659214,-4.904358,-8.927731,11.030114
3423,34.23,15.299872,13.546925,37.869959,-5.32659,-9.70218,11.209999
3424,34.24,15.055262,11.904968,38.789044,-5.784515,-10.533637,11.468254
3425,34.25,14.669624,10.217963,39.401137,-6.279369,-11.418588,11.816771
3426,34.26,14.155676,8.525686,39.705106,-6.812087,-12.351198,12.268871
3427,34.27,13.533,6.857838,39.714023,-7.383303,-13.323306,12.839296
3428,34.28,12.819129,5.267314,39.458129,-7.993351,-14.324427,13.544216
3429,34.29,12.028782,3.824576,38.979119,-8.642262,-15.341754,14.401224
3430,34.3,11.185374,2.553591,38.31729,-9.32847,-16.36056,15.426087
3431,34.31,10.310547,1.466338,37.514168,-10.044657,-17.357023,16.626856
3432,34.32,9.424115,0.563038,36.612532,-10.784686,-18.293367,18.019424
3433,34.33,8.544061,-0.16785,35.656414,-11.539592,-19.129464,19.609544
3434,34.34,7.686124,-0.745533,34.681058,-12.29701,-19.823565,21.391026
3435,34.35,6.861719,-1.186811,33.698956,-13.041171,-20.332294,23.345736
3436,34.36,6.079287,-1.510779,32.725374,-13.752907,-20.610654,25.443596
3437,34.37,5.345111,-1.736247,31.771917,-14.409648,-20.612024,27.642585
3438,34.38,4.663322,-1.881649,30.846305,-14.989172,-20.289329,29.892986
3439,34.39,4.035895,-1.965051,29.95237,-15.46866,-19.624427,32.11908
3440,34.4,3.462815,-2.002534,29.09097,-15.821306,-18.628186,34.228299
3441,34.41,2.942569,-2.004625,28.262362,-16.027008,-17.324113,36.141622
3442,34.42,2.472738,-1.98122,27.465401,-16.072565,-15.748163,37.794005
3443,34.43,2.050553,-1.940845,26.698732,-15.951683,-13.948741,39.134386
3444,34.44,1.672911,-1.890591,25.960843,-15.66497,-11.986708,40.125673
3445,34.45,1.336375,-1.836111,25.250058,-15.215619,-9.951633,40.740526
3446,34.46,1.037171,-1.781621,24.564542,-14.616425,-7.939799,40.986874
3447,34.47,0.771295,-1.730224,23.90249,-13.888377,-6.021896,40.896231
3448,34.48,0.535258,-1.68443,23.262506,-13.054367,-4.253469,40.508642
3449,34.49,0.325825,-1.646148,22.643336,-12.139196,-2.674911,39.872683
3450,34.5,0.13978,-1.616837,22.043838,-11.169569,-1.311469,39.045464
3451,34.51,-0.026068,-1.597505,21.462982,-10.173878,-0.172777,38.091958
3452,34.52,-0.17489,-1.588709,20.899851,-9.175851,0.753926,37.063066
3453,34.53,-0.309589,-1.590755,20.353681,-8.194196,1.485955,35.992123
3454,34.54,-0.432304,-1.604125,19.82392,-7.244855,2.042066,34.90796
3455,34.55,-0.545039,-1.629209,19.310081,-6.340345,2.444963,33.833757
3456,34.56,-0.64979,-1.666299,18.811723,-5.489753,2.721298,32.787038
3457,34.57,-0.748538,-1.715593,18.328451,-4.698741,2.901667,31.779672
3458,34.58,-0.843255,-1.777194,17.859917,-3.969627,3.014585,30.816899
3459,34.59,-0.935728,-1.851261,17.405864,-3.302165,3.070262,29.897121
3460,34.6,-1.027176,-1.938349,16.966173,-2.694825,3.083402,29.019358
3461,34.61,-1.118769,-2.03908,16.540765,-2.145321,3.067221,28.182174
3462,34.62,-1.211735,-2.154108,16.129625,-1.650633,3.03271,27.383529
3463,34.63,-1.307366,-2.284122,15.732803,-1.206999,2.988638,26.620776
3464,34.64,-1.407009,-2.429843,15.350413,-0.809897,2.941735,25.890872
3465,34.65,-1.512063,-2.592042,14.98265,-0.454735,2.897292,25.191382
3466,34.66,-1.623671,-2.771842,14.629891,-0.137366,2.859319,24.520125
