,t,x,y,z,x_err,y_err,z_err
0,0.0,1.0,1.0,1.0,1.0,1.0,1.01
1,0.01,1.012502,1.260005,0.984891,1.012497,1.259906,0.994627
2,0.02,1.048747,1.524097,0.973118,1.048729,1.523897,0.982596
3,0.03,1.107219,1.7983,0.965171,1.107178,1.797994,0.974397
4,0.04,1.186885,2.088526,0.96176,1.186814,2.088105,0.970738
5,0.05,1.287374,2.400411,0.963878,1.287263,2.399861,0.972612
6,0.06,1.409276,2.738939,0.972684,1.409116,2.738243,0.981176
7,0.07,1.553512,3.109387,0.989766,1.553294,3.108524,0.998018
8,0.08,1.721238,3.517469,1.017197,1.720949,3.516415,1.025208
9,0.09,1.913841,3.969342,1.057536,1.913469,3.968067,1.065303
10,0.1,2.133162,4.471212,1.114279,2.132692,4.469683,1.121796
11,0.11,2.381936,5.029357,1.191105,2.381352,5.027537,1.198363
12,0.12,2.663248,5.650577,1.292517,2.66253,5.648424,1.2995
13,0.13,2.980434,6.341894,1.424869,2.979561,6.339361,1.431558
14,0.14,3.337087,7.110549,1.59637,3.336035,7.107584,1.602733
15,0.15,3.737052,7.964005,1.817079,3.735795,7.960552,1.823076
16,0.16,4.184414,8.909868,2.098924,4.182924,8.905869,2.104502
17,0.17,4.681328,9.944934,2.458516,4.679578,9.940356,2.463599
18,0.18,5.233929,11.079944,2.913592,5.231875,11.074687,2.918099
19,0.19,5.849746,12.330208,3.483629,5.847343,12.324193,3.487451
20,0.2,6.534307,13.700662,4.192512,6.531516,13.693837,4.195517
21,0.21,7.291146,15.185868,5.068543,7.28793,15.178216,5.070567
22,0.22,8.121794,16.770017,6.144438,8.118122,16.761563,6.145281
23,0.23,9.025787,18.426925,7.457324,9.021633,18.417742,7.456749
24,0.24,10.000661,20.120038,9.048743,9.996007,20.110254,9.046473
25,0.25,11.041952,21.802426,10.964651,11.036789,21.79223,10.960364
26,0.26,12.143102,23.416967,13.254799,12.137436,23.40661,13.248158
27,0.27,13.288038,24.89101,15.935388,13.281941,24.880939,15.926249
28,0.28,14.451614,26.101599,19.007311,14.445181,26.092475,18.995497
29,0.29,15.602306,26.921658,22.446178,15.595684,26.914165,22.431704
30,0.3,16.700023,27.234791,26.183011,16.693413,27.229638,26.166121
31,0.31,17.696104,26.935286,30.104248,17.689771,26.933206,30.085446
32,0.32,18.534376,25.924746,34.053878,18.528622,25.926588,34.033894
33,0.33,19.164468,24.131941,37.844151,19.159613,24.137975,37.824097
34,0.34,19.530674,21.664408,41.234749,19.527061,21.674278,41.215901
35,0.35,19.593584,18.665362,44.032605,19.591467,18.678633,44.016037
36,0.36,19.336529,15.279505,46.111306,19.336062,15.29566,46.097836
37,0.37,18.76558,11.65303,47.411086,18.766801,11.671459,47.401226
38,0.38,17.906416,7.949044,47.935003,17.90931,7.968665,47.928995
39,0.39,16.78603,4.432841,47.734709,16.790504,4.452255,47.732416
40,0.4,15.455465,1.275249,46.931822,15.46131,1.293585,46.932782
41,0.41,13.9719,-1.427082,45.67301,13.978866,-1.410441,45.67656
42,0.42,12.394614,-3.634946,44.123474,12.402407,-3.620314,44.128734
43,0.43,10.781805,-5.364097,42.445592,10.790145,-5.351501,42.451851
44,0.44,9.17921,-6.662696,40.735228,9.187861,-6.652031,40.741977
45,0.45,7.624047,-7.589905,39.069569,7.632803,-7.580979,39.076349
46,0.46,6.144059,-8.21245,37.502394,6.152757,-8.20498,37.50886
47,0.47,4.757518,-8.603894,36.063482,4.76604,-8.597537,36.069417
48,0.48,3.475167,-8.822617,34.762583,3.483435,-8.817173,34.767877
49,0.49,2.300095,-8.91254,33.596385,2.308066,-8.907798,33.600983
50,0.5,1.231983,-8.912662,32.557546,1.239625,-8.908438,32.561414
51,0.51,0.268241,-8.85445,31.636264,0.275539,-8.850593,31.639395
52,0.52,-0.595987,-8.76184,30.820276,-0.589035,-8.75824,30.822693
53,0.53,-1.367844,-8.651439,30.095041,-1.361219,-8.648021,30.09679
54,0.54,-2.05602,-8.53651,29.44871,-2.049702,-8.533212,29.449808
55,0.55,-2.66808,-8.425074,28.871763,-2.662055,-8.421871,28.87224
56,0.56,-3.211322,-8.322741,28.355287,-3.205574,-8.319611,28.355171
57,0.57,-3.693087,-8.234082,27.891574,-3.687597,-8.23101,27.890897
58,0.58,-4.120759,-8.162622,27.474129,-4.115505,-8.159601,27.472919
59,0.59,-4.501761,-8.110848,27.097662,-4.496719,-8.107875,27.095944
60,0.6,-4.84354,-8.080039,26.757947,-4.838684,-8.077127,26.755749
61,0.61,-5.15215,-8.069259,26.451322,-5.147477,-8.066431,26.448665
62,0.62,-5.431524,-8.077705,26.176124,-5.427032,-8.074981,26.173024
63,0.63,-5.685407,-8.10463,25.93101,-5.681096,-8.102033,25.927488
64,0.64,-5.91752,-8.149142,25.71466,-5.913389,-8.146698,25.71074
65,0.65,-6.131559,-8.210208,25.52578,-6.127605,-8.20794,25.521492
66,0.66,-6.331196,-8.286647,25.363101,-6.327414,-8.28458,25.358477
67,0.67,-6.520076,-8.377136,25.225379,-6.516461,-8.375295,25.220455
68,0.68,-6.701575,-8.480143,25.111571,-6.698131,-8.478555,25.10638
69,0.69,-6.876929,-8.593819,25.022174,-6.873671,-8.592509,25.016742
70,0.7,-7.04699,-8.716636,24.957786,-7.043933,-8.715628,24.952147
71,0.71,-7.21266,-8.846992,24.918691,-7.209817,-8.846308,24.91288
72,0.72,-7.374772,-8.983139,24.904931,-7.372155,-8.982803,24.898993
73,0.73,-7.534088,-9.123188,24.916314,-7.53171,-9.123221,24.910295
74,0.74,-7.691302,-9.265108,24.952411,-7.689173,-9.265529,24.946362
75,0.75,-7.847036,-9.406722,25.012554,-7.845168,-9.407546,25.006531
76,0.76,-8.001844,-9.545717,25.095842,-8.000246,-9.546956,25.089902
77,0.77,-8.155695,-9.680264,25.201498,-8.154383,-9.681921,25.195696
78,0.78,-8.307713,-9.808292,25.329158,-8.306703,-9.810372,25.323549
79,0.79,-8.457004,-9.927426,25.47814,-8.456308,-9.929924,25.472783
80,0.8,-8.602663,-10.035443,25.647372,-8.602293,-10.038346,25.642327
81,0.81,-8.743778,-10.130272,25.835392,-8.743741,-10.133561,25.83072
82,0.82,-8.879426,-10.209994,26.04035,-8.879726,-10.213642,26.036113
83,0.83,-9.008678,-10.272844,26.260008,-9.009314,-10.276817,26.256263
84,0.84,-9.130593,-10.317208,26.491737,-9.131561,-10.321465,26.488541
85,0.85,-9.244222,-10.341626,26.73252,-9.245515,-10.34612,26.729924
86,0.86,-9.348607,-10.344789,26.978953,-9.350212,-10.349466,26.977
87,0.87,-9.442887,-10.32546,27.227794,-9.444785,-10.330262,27.226512
88,0.88,-9.52605,-10.283105,27.476603,-9.528225,-10.287955,27.476017
89,0.89,-9.596581,-10.218363,27.72146,-9.599012,-10.223185,27.721587
90,0.9,-9.653213,-10.132117,27.958632,-9.655873,-10.13684,27.959471
91,0.91,-9.69497,-10.025452,28.184694,-9.697825,-10.030008,28.186231
92,0.92,-9.721162,-9.899653,28.396527,-9.724174,-9.903979,28.398737
93,0.93,-9.731386,-9.75621,28.591322,-9.734516,-9.760246,28.594168
94,0.94,-9.725529,-9.596813,28.766576,-9.728731,-9.600503,28.770011
95,0.95,-9.703763,-9.423353,28.920093,-9.706993,-9.426648,28.924062
96,0.96,-9.666549,-9.237924,29.049986,-9.669762,-9.240778,29.054429
97,0.97,-9.614636,-9.042824,29.154675,-9.617786,-9.045195,29.159525
98,0.98,-9.54906,-8.840548,29.232886,-9.552102,-8.842402,29.238074
99,0.99,-9.471135,-8.633806,29.283662,-9.47403,-8.635112,29.289116
100,1.0,-9.381314,-8.426558,29.307385,-9.38403,-8.427291,29.313021
101,1.01,-9.280391,-8.222106,29.304453,-9.282889,-8.222269,29.310195
102,1.02,-9.169907,-8.022731,29.274916,-9.172153,-8.022335,29.28069
103,1.03,-9.051398,-7.830549,29.219195,-9.053364,-7.829611,29.224926
104,1.04,-8.9264,-7.64751,29.138078,-8.928064,-7.646053,29.143697
105,1.05,-8.796449,-7.475396,29.032726,-8.797791,-7.473451,29.038162
106,1.06,-8.663077,-7.315828,28.904666,-8.664085,-7.313427,28.909857
107,1.07,-8.527815,-7.170257,28.755794,-8.528479,-7.167439,28.760682
108,1.08,-8.392193,-7.039971,28.58838,-8.39251,-7.036777,28.592913
109,1.09,-8.25774,-6.926092,28.405057,-8.257708,-6.922566,28.409193
110,1.1,-8.125982,-6.829577,28.208832,-8.125605,-6.825762,28.212536
111,1.11,-7.998445,-6.751215,28.003081,-7.997729,-6.747156,28.006327
112,1.12,-7.876644,-6.69154,27.791448,-7.875601,-6.687283,27.794224
113,1.13,-7.761764,-6.648585,27.57479,-7.760408,-6.64417,27.577079
114,1.14,-7.65464,-6.621719,27.354,-7.652988,-6.617185,27.355789
115,1.15,-7.556051,-6.611255,27.130896,-7.554122,-6.60664,27.132176
116,1.16,-7.466696,-6.617311,26.907262,-7.464511,-6.612649,26.908028
117,1.17,-7.387197,-6.63981,26.684851,-7.384775,-6.635135,26.685101
118,1.18,-7.318094,-6.678481,26.465379,-7.315457,-6.673824,26.465115
119,1.19,-7.259849,-6.732859,26.250535,-7.25702,-6.728248,26.249761
120,1.2,-7.212846,-6.802283,26.041969,-7.209848,-6.797743,26.040693
121,1.21,-7.17739,-6.885898,25.841304,-7.174247,-6.881452,25.839535
122,1.22,-7.153705,-6.982654,25.650126,-7.150441,-6.978323,25.647876
123,1.23,-7.141939,-7.091306,25.469989,-7.138578,-7.087109,25.467272
124,1.24,-7.142158,-7.210415,25.302415,-7.138725,-7.206366,25.299247
125,1.25,-7.154351,-7.338346,25.148893,-7.150871,-7.334459,25.14529
126,1.26,-7.178134,-7.473822,25.010519,-7.17462,-7.470129,25.006487
127,1.27,-7.212318,-7.617741,24.887315,-7.208792,-7.614279,24.88287
128,1.28,-7.256936,-7.769643,24.780639,-7.253425,-7.766437,24.77581
129,1.29,-7.312021,-7.928735,24.691855,-7.308554,-7.925812,24.686668
130,1.3,-7.377469,-8.094104,24.622159,-7.374073,-8.09149,24.616645
131,1.31,-7.453031,-8.264717,24.572585,-7.449731,-8.262438,24.566775
132,1.32,-7.538316,-8.439419,24.544001,-7.535139,-8.437499,24.537927
133,1.33,-7.632794,-8.616934,24.537107,-7.629764,-8.615399,24.530805
134,1.34,-7.73579,-8.795868,24.55244,-7.732929,-8.794739,24.545949
135,1.35,-7.84649,-8.974703,24.59037,-7.84382,-8.974001,24.583733
136,1.36,-7.963934,-9.151802,24.651103,-7.961477,-9.151547,24.644367
137,1.37,-8.087026,-9.325408,24.734679,-8.084799,-9.325614,24.727896
138,1.38,-8.214523,-9.493641,24.840973,-8.212543,-9.494322,24.8342
139,1.39,-8.345042,-9.654502,24.969692,-8.343326,-9.655668,24.962994
140,1.4,-8.477254,-9.806087,25.120362,-8.475828,-9.807761,25.113804
141,1.41,-8.610854,-9.947309,25.292051,-8.609747,-9.9495,25.285693
142,1.42,-8.744539,-10.075534,25.483432,-8.74376,-10.078224,25.477341
143,1.43,-8.87679,-10.188146,25.692923,-8.876354,-10.19131,25.687169
144,1.44,-9.006114,-10.282861,25.918678,-9.006032,-10.28647,25.913337
145,1.45,-9.13104,-10.357731,26.15859,-9.131322,-10.361747,26.153736
146,1.46,-9.250117,-10.411136,26.410289,-9.25077,-10.415518,26.405996
147,1.47,-9.361919,-10.441793,26.671145,-9.362946,-10.446492,26.667482
148,1.48,-9.465041,-10.448752,26.938265,-9.466439,-10.453712,26.935291
149,1.49,-9.558101,-10.431393,27.208496,-9.559861,-10.436554,27.206261
150,1.5,-9.63974,-10.389431,27.47842,-9.641844,-10.394725,27.476962
151,1.51,-9.708619,-10.322914,27.744361,-9.711042,-10.328267,27.7437
152,1.52,-9.763424,-10.232222,28.002379,-9.766129,-10.237554,28.002516
153,1.53,-9.802884,-10.118014,28.248292,-9.805829,-10.123226,28.249214
154,1.54,-9.826529,-9.980371,28.47852,-9.829687,-9.985347,28.480217
155,1.55,-9.834089,-9.821946,28.689954,-9.83742,-9.826628,28.692398
156,1.56,-9.825299,-9.646219,28.879736,-9.828758,-9.650556,28.882884
157,1.57,-9.800135,-9.456506,29.045438,-9.803672,-9.460453,29.049238
158,1.58,-9.758807,-9.255952,29.185065,-9.762371,-9.259472,29.189453
159,1.59,-9.701767,-9.047542,29.297054,-9.705305,-9.050602,29.30196
160,1.6,-9.629701,-8.83409,29.380273,-9.633163,-8.836662,29.385621
161,1.61,-9.543535,-8.618248,29.434023,-9.546873,-8.620307,29.439732
162,1.62,-9.444431,-8.402499,29.458036,-9.447601,-8.404022,29.464023
163,1.63,-9.333792,-8.189163,29.452477,-9.336755,-8.190128,29.458658
164,1.64,-9.213255,-7.980392,29.417941,-9.215982,-7.980777,29.424234
165,1.65,-9.084696,-7.778172,29.355456,-9.087167,-7.777955,29.361782
166,1.66,-8.950231,-7.584326,29.266483,-8.952435,-7.583481,29.272767
167,1.67,-8.811318,-7.401578,29.153522,-8.813205,-7.400157,29.159724
168,1.68,-8.668978,-7.232839,29.018886,-8.670525,-7.230883,29.024925
169,1.69,-8.524969,-7.079631,28.864037,-8.526159,-7.077181,28.869836
170,1.7,-8.38096,-6.943195,28.690634,-8.381781,-6.940294,28.69612
171,1.71,-8.238533,-6.82449,28.500529,-8.238979,-6.821183,28.505637
172,1.72,-8.099183,-6.724198,28.295772,-8.099252,-6.720531,28.300445
173,1.73,-7.964317,-6.642721,28.078608,-7.96401,-6.638739,28.082799
174,1.74,-7.835252,-6.580181,27.851475,-7.834578,-6.575926,27.855152
175,1.75,-7.713219,-6.536419,27.61701,-7.71219,-6.531934,27.620154
176,1.76,-7.599362,-6.511,27.378045,-7.597992,-6.50632,27.380653
177,1.77,-7.494736,-6.503205,27.137605,-7.493045,-6.498365,27.139693
178,1.78,-7.400307,-6.51204,26.898913,-7.398318,-6.507067,26.900518
179,1.79,-7.316775,-6.536395,26.664407,-7.314501,-6.531326,26.665496
180,1.8,-7.244199,-6.575941,26.433454,-7.241656,-6.570819,26.433992
181,1.81,-7.182979,-6.6304,26.207542,-7.180193,-6.625264,26.207527
182,1.82,-7.133478,-6.699383,25.988332,-7.130473,-6.694268,25.987766
183,1.83,-7.095969,-6.782406,25.777415,-7.092769,-6.777346,25.776302
184,1.84,-7.070639,-6.878896,25.576313,-7.067269,-6.873922,25.574658
185,1.85,-7.057589,-6.98819,25.386476,-7.054073,-6.983329,25.384286
186,1.86,-7.05683,-7.109529,25.209284,-7.053192,-7.104807,25.206569
187,1.87,-7.068287,-7.242066,25.046047,-7.064551,-7.237508,25.042818
188,1.88,-7.091798,-7.384861,24.898002,-7.087989,-7.380487,24.894273
189,1.89,-7.127113,-7.536885,24.76632,-7.123256,-7.532713,24.762105
190,1.9,-7.173896,-7.697013,24.652096,-7.170015,-7.69306,24.647412
191,1.91,-7.231657,-7.864099,24.55628,-7.227764,-7.860391,24.551131
192,1.92,-7.299284,-8.037774,24.479098,-7.295394,-8.034353,24.473502
193,1.93,-7.376606,-8.217179,24.421889,-7.372759,-8.214071,24.415894
194,1.94,-7.463587,-8.401114,24.386101,-7.459824,-8.398349,24.379752
195,1.95,-7.560021,-8.588269,24.37292,-7.556377,-8.58588,24.366262
196,1.96,-7.665528,-8.777224,24.383271,-7.662039,-8.775244,24.376346
197,1.97,-7.779555,-8.966447,24.417816,-7.776255,-8.964911,24.410667
198,1.98,-7.90138,-9.154297,24.476954,-7.898297,-9.153236,24.469627
199,1.99,-8.030106,-9.33902,24.560822,-8.027267,-9.338465,24.553365
200,2.0,-8.164663,-9.518755,24.669295,-8.162091,-9.518732,24.661759
201,2.01,-8.303811,-9.691527,24.801986,-8.301526,-9.692056,24.794428
202,2.02,-8.446135,-9.855253,24.958244,-8.444152,-9.856348,24.950727
203,2.03,-8.59005,-10.007737,25.137157,-8.588382,-10.009405,25.129751
204,2.04,-8.733798,-10.146674,25.337551,-8.73245,-10.148913,25.330335
205,2.05,-8.875448,-10.269648,25.557989,-8.874423,-10.272446,25.551051
206,2.06,-9.013631,-10.37448,25.796991,-9.013001,-10.377853,25.790443
207,2.07,-9.148171,-10.459566,26.052559,-9.147955,-10.463501,26.046456
208,2.08,-9.277083,-10.522701,26.32134,-9.277277,-10.527156,26.315741
209,2.09,-9.39843,-10.562063,26.599899,-9.399031,-10.566982,26.594873
210,2.1,-9.510443,-10.576268,26.884775,-9.511449,-10.581583,26.880399
211,2.11,-9.611519,-10.564371,27.172482,-9.612929,-10.570004,27.168834
212,2.12,-9.700226,-10.525868,27.459509,-9.702034,-10.531733,27.456663
213,2.13,-9.775296,-10.460692,27.74232,-9.777493,-10.466698,27.74034
214,2.14,-9.835634,-10.369219,28.017353,-9.838203,-10.37527,28.016287
215,2.15,-9.880307,-10.252262,28.281019,-9.883224,-10.258261,28.280896
216,2.16,-9.908555,-10.111072,28.529707,-9.911783,-10.116924,28.530531
217,2.17,-9.919783,-9.947344,28.759777,-9.923274,-9.952955,28.76152
218,2.18,-9.913564,-9.763207,28.967566,-9.917256,-9.768489,28.970164
219,2.19,-9.889502,-9.561329,29.149602,-9.89332,-9.566194,29.152982
220,2.2,-9.847751,-9.345342,29.303526,-9.851655,-9.349726,29.307627
221,2.21,-9.789036,-9.119041,29.427664,-9.792977,-9.122894,29.432418
222,2.22,-9.714231,-8.886028,29.520795,-9.718156,-8.889312,29.526124
223,2.23,-9.624366,-8.649714,29.582146,-9.628218,-8.652403,29.587968
224,2.24,-9.520622,-8.413316,29.611397,-9.524343,-8.415397,29.617625
225,2.25,-9.404334,-8.179862,29.608677,-9.407868,-8.181329,29.615223
226,2.26,-9.276987,-7.952188,29.574569,-9.280282,-7.953042,29.581342
227,2.27,-9.140221,-7.732938,29.510103,-9.143233,-7.733185,29.517015
228,2.28,-8.995826,-7.524563,29.416762,-8.998521,-7.524214,29.423726
229,2.29,-8.845747,-7.329323,29.296481,-8.848103,-7.328392,29.303415
230,2.3,-8.69208,-7.149287,29.151644,-8.694091,-7.147789,29.158472
231,2.31,-8.537058,-6.986299,28.985094,-8.538724,-6.984231,28.99175
232,2.32,-8.382408,-6.840972,28.799939,-8.383696,-6.838337,28.806361
233,2.33,-8.229656,-6.714014,28.598445,-8.230549,-6.710877,28.604553
234,2.34,-8.080374,-6.606279,28.382698,-8.080861,-6.602707,28.388419
235,2.35,-7.936019,-6.518344,28.154844,-7.936098,-6.514398,28.160111
236,2.36,-7.797943,-6.450504,27.917088,-7.797616,-6.446241,27.921848
237,2.37,-7.667383,-6.402774,27.671697,-7.666659,-6.398244,27.675905
238,2.38,-7.545468,-6.37489,27.420995,-7.54436,-6.370135,27.424623
239,2.39,-7.433216,-6.366306,27.167369,-7.431741,-6.361357,27.170403
240,2.4,-7.331534,-6.376199,26.913262,-7.329714,-6.371075,26.915707
241,2.41,-7.241217,-6.403462,26.66118,-7.239076,-6.39817,26.663059
242,2.42,-7.162952,-6.446711,26.413688,-7.160519,-6.441241,26.415047
243,2.43,-7.097296,-6.50432,26.173353,-7.094585,-6.498677,26.174216
244,2.44,-7.044071,-6.576074,25.940669,-7.041071,-6.570375,25.940922
245,2.45,-7.0033,-6.662024,25.716445,-7.000044,-6.656314,25.716091
246,2.46,-6.975223,-6.761678,25.502266,-6.971742,-6.755997,25.501309
247,2.47,-6.959985,-6.874468,25.299653,-6.956309,-6.868852,25.298097
248,2.48,-6.957641,-6.999754,25.110056,-6.953797,-6.994236,25.107908
249,2.49,-6.968156,-7.136823,24.934865,-6.964168,-7.131432,24.932131
250,2.5,-6.991401,-7.284887,24.7754,-6.987294,-7.279649,24.772087
251,2.51,-7.027156,-7.443085,24.632916,-7.022952,-7.438026,24.629033
252,2.52,-7.075111,-7.610484,24.5086,-7.070831,-7.605627,24.504159
253,2.53,-7.134861,-7.786075,24.403577,-7.130527,-7.781442,24.398588
254,2.54,-7.205914,-7.968777,24.318901,-7.201547,-7.964391,24.31338
255,2.55,-7.287669,-8.157451,24.255537,-7.283272,-8.153351,24.24947
256,2.56,-7.37905,-8.351447,24.213572,-7.374621,-8.347697,24.206936
257,2.57,-7.479668,-8.549586,24.194142,-7.475274,-8.546196,24.187035
258,2.58,-7.589349,-8.750246,24.198735,-7.585052,-8.747242,24.19124
259,2.59,-7.707734,-8.951722,24.228499,-7.703593,-8.94914,24.220687
260,2.6,-7.83428,-9.152218,24.284241,-7.830347,-9.150103,24.276171
261,2.61,-7.968261,-9.349852,24.366423,-7.96458,-9.348254,24.35815
262,2.62,-8.108764,-9.542656,24.475165,-8.105376,-9.541624,24.46674
263,2.63,-8.254693,-9.728572,24.610246,-8.25163,-9.728154,24.601718
264,2.64,-8.404769,-9.905456,24.771102,-8.402053,-9.905693,24.762525
265,2.65,-8.557527,-10.071077,24.956825,-8.555174,-10.071999,24.948258
266,2.66,-8.711319,-10.223114,25.166168,-8.709334,-10.224741,25.157677
267,2.67,-8.86431,-10.359163,25.397539,-8.862689,-10.361495,25.389204
268,2.68,-9.014484,-10.476729,25.649005,-9.013213,-10.479746,25.640918
269,2.69,-9.159639,-10.57323,25.918288,-9.158692,-10.576888,25.910563
270,2.7,-9.298239,-10.646199,26.203195,-9.297791,-10.650503,26.196038
271,2.71,-9.430046,-10.693932,26.501094,-9.43011,-10.698899,26.494524
272,2.72,-9.552812,-10.714968,26.80745,-9.553355,-10.720562,26.801488
273,2.73,-9.664425,-10.708269,27.1178,-9.665427,-10.71442,27.112504
274,2.74,-9.763037,-10.673246,27.427833,-9.764485,-10.679851,27.423287
275,2.75,-9.847057,-10.60975,27.733393,-9.848946,-10.616686,27.729697
276,2.76,-9.915157,-10.518078,28.030477,-9.917483,-10.525205,28.027732
277,2.77,-9.966271,-10.398974,28.31524,-9.969025,-10.406143,28.313538
278,2.78,-9.999591,-10.253622,28.583986,-10.002761,-10.260685,28.583399
279,2.79,-10.014573,-10.083654,28.833179,-10.018133,-10.090466,28.833745
280,2.8,-10.010932,-9.891145,29.059433,-10.014843,-9.897576,29.061145
281,2.81,-9.988646,-9.678615,29.259518,-9.992849,-9.684554,29.262313
282,2.82,-9.947931,-9.449053,29.430359,-9.952318,-9.454447,29.434105
283,2.83,-9.888574,-9.206952,29.56932,-9.893013,-9.211822,29.573894
284,2.84,-9.811309,-8.956767,29.674887,-9.815773,-8.961031,29.680187
285,2.85,-9.717471,-8.7023,29.746156,-9.721915,-8.7059,29.752081
286,2.86,-9.608497,-8.447136,29.782717,-9.612864,-8.450035,29.789165
287,2.87,-9.485922,-8.194648,29.784645,-9.490145,-8.196827,29.791518
288,2.88,-9.35138,-7.947996,29.752507,-9.355392,-7.949452,29.759709
289,2.89,-9.206605,-7.710122,29.68736,-9.21034,-7.710869,29.6948
290,2.9,-9.05343,-7.483757,29.590748,-9.056828,-7.483822,29.598344
291,2.91,-8.893786,-7.271416,29.464707,-8.896803,-7.270837,29.472384
292,2.92,-8.729705,-7.075401,29.311761,-8.732313,-7.074226,29.319457
293,2.93,-8.563317,-6.897799,29.134923,-8.565512,-6.896084,29.142587
294,2.94,-8.396851,-6.740482,28.937697,-8.398656,-6.73829,28.945292
295,2.95,-8.232526,-6.604204,28.723638,-8.233945,-6.601359,28.731035
296,2.96,-8.072038,-6.487871,28.494924,-8.073033,-6.484427,28.501999
297,2.97,-7.916878,-6.392083,28.253806,-7.917428,-6.388148,28.260463
298,2.98,-7.768429,-6.317267,28.002572,-7.768524,-6.312942,28.008726
299,2.99,-7.627956,-6.263582,27.743514,-7.627598,-6.25895,27.749093
300,3.0,-7.496615,-6.230911,27.478929,-7.495812,-6.226039,27.483877
301,3.01,-7.375443,-6.218869,27.21112,-7.374214,-6.213799,27.215398
302,3.02,-7.265366,-6.226792,26.942392,-7.263735,-6.221548,26.945985
303,3.03,-7.167194,-6.25375,26.675058,-7.165189,-6.248324,26.677974
304,3.04,-7.081624,-6.298535,26.411433,-7.079278,-6.292891,26.41371
305,3.05,-7.009236,-6.359669,26.153839,-7.006586,-6.353739,26.155545
306,3.06,-6.9505,-6.435402,25.904602,-6.947582,-6.429081,25.905837
307,3.07,-6.905553,-6.524248,25.665589,-6.902297,-6.517695,25.666224
308,3.08,-6.873798,-6.626957,25.43693,-6.870212,-6.620347,25.436869
309,3.09,-6.855367,-6.743226,25.22002,-6.851503,-6.736617,25.219273
310,3.1,-6.850388,-6.872492,25.016384,-6.846292,-6.86593,25.014957
311,3.11,-6.858891,-7.014115,24.827483,-6.854599,-7.00764,24.82538
312,3.12,-6.880808,-7.167381,24.654718,-6.876351,-7.161025,24.651944
313,3.13,-6.915972,-7.331497,24.499429,-6.911372,-7.32529,24.495987
314,3.14,-6.964117,-7.5056,24.362898,-6.959393,-7.499567,24.358791
315,3.15,-7.024878,-7.688745,24.246343,-7.020046,-7.682913,24.241576
316,3.16,-7.097793,-7.879918,24.150923,-7.092864,-7.874312,24.145503
317,3.17,-7.182301,-8.078024,24.077737,-7.177283,-8.072675,24.07167
318,3.18,-7.27774,-8.281897,24.027822,-7.272642,-8.27684,24.02112
319,3.19,-7.383222,-8.490442,24.001875,-7.377931,-8.485836,23.994309
320,3.2,-7.497354,-8.703111,23.999345,-7.491872,-8.698972,23.990918
321,3.21,-7.619928,-8.917977,24.02182,-7.614383,-8.91424,24.012751
322,3.22,-7.750746,-9.132839,24.070888,-7.745265,-9.129496,24.061355
323,3.23,-7.889392,-9.345466,24.147683,-7.884095,-9.342551,24.137834
324,3.24,-8.035231,-9.553599,24.252889,-8.03023,-9.551179,24.242841
325,3.25,-8.187408,-9.754945,24.386734,-8.182804,-9.753111,24.376582
326,3.26,-8.344853,-9.947183,24.548996,-8.340731,-9.946036,24.538817
327,3.27,-8.506274,-10.12796,24.738997,-8.502703,-10.127604,24.728858
328,3.28,-8.670163,-10.294895,24.955608,-8.667188,-10.295423,24.945567
329,3.29,-8.834793,-10.445574,25.197247,-8.832436,-10.44706,25.187362
330,3.3,-8.998218,-10.577553,25.461878,-8.996474,-10.580041,25.45221
331,3.31,-9.158273,-10.68836,25.747014,-9.157107,-10.691851,25.737634
332,3.32,-9.312576,-10.775489,26.049712,-9.311918,-10.779935,26.040707
333,3.33,-9.458525,-10.836407,26.36658,-9.458271,-10.841694,26.358054
334,3.34,-9.593301,-10.868547,26.693769,-9.593304,-10.874492,26.685855
335,3.35,-9.715411,-10.8692,27.027821,-9.716081,-10.87563,27.020922
336,3.36,-9.825247,-10.837348,27.365018,-9.826583,-10.844456,27.359092
337,3.37,-9.920524,-10.773945,27.699432,-9.922452,-10.7818,27.694439
338,3.38,-9.999245,-10.680208,28.025551,-10.001704,-10.688754,28.021504
339,3.39,-10.059801,-10.557585,28.33835,-10.062744,-10.566665,28.335302
340,3.4,-10.100976,-10.407754,28.633295,-10.104364,-10.417136,28.631322
341,3.41,-10.121944,-10.232627,28.906339,-10.125747,-10.242025,28.905526
342,3.42,-10.122271,-10.034344,29.153926,-10.126462,-10.043447,29.154352
343,3.43,-10.101913,-9.81528,29.372987,-10.106467,-9.823774,29.374711
344,3.44,-10.061218,-9.578038,29.560942,-10.066107,-9.585632,29.563989
345,3.45,-10.000924,-9.325454,29.715699,-10.006117,-9.331905,29.720044
346,3.46,-9.922161,-9.060595,29.835657,-9.92762,-9.065731,29.841211
347,3.47,-9.826408,-8.786837,29.919706,-9.831964,-8.790796,29.926313
348,3.48,-9.713824,-8.510855,29.967389,-9.719138,-8.514131,29.974808
349,3.49,-9.585638,-8.237815,29.978507,-9.590709,-8.240281,29.986456
350,3.5,-9.444007,-7.970993,29.953246,-9.448807,-7.972558,29.961481
351,3.51,-9.29107,-7.713412,29.892313,-9.295554,-7.714022,29.90063
352,3.52,-9.128952,-7.46784,29.796939,-9.133061,-7.467474,29.80518
353,3.53,-8.959763,-7.236788,29.668878,-8.963434,-7.235464,29.67693
